OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN,CODIGOCTMESTACIONREDMETRO
169,5,340742,C4A,C-4a,1,1,18,,1072,10,TI,I,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20090625,20090625,,3238.2432,30,5,90_25,,,5__4_A____1_IT_1_5_18__1072_TI_I_10,,,,5__4_A__,5__4_A____1_IT_1,5_18,5_18_,5_18_1072,
170,5,340745,C4B,C-4b,2,1,18,,531,6,TI,I,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20090625,20090625,,3344.7233,30,5,90_25,,,5__4_B____2_IT_1_5_18__531_TI_I_6,,,,5__4_B__,5__4_B____2_IT_1,5_18,5_18_,5_18_531,
171,5,340743,C4A,C-4a,2,1,18,,531,6,TI,I,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20090625,20090625,,3344.7233,30,5,90_25,,,5__4_A____2_IT_1_5_18__531_TI_I_6,,,,5__4_A__,5__4_A____2_IT_1,5_18,5_18_,5_18_531,
172,5,330338,C2,C-2,1,1,18,,1078,19,TI,T,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20010621,19930101,,3148.4486,30,5,90_25,,,5__2_____1_IT_1_5_18__1078_TI_T_19,,,,5__2___,5__2_____1_IT_1,5_18,5_18_,5_18_1078,
173,5,340744,C4B,C-4b,1,1,18,,1071,10,TI,I,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20090625,20090625,,3243.4619,30,5,90_25,,,5__4_B____1_IT_1_5_18__1071_TI_I_10,,,,5__4_B__,5__4_B____1_IT_1,5_18,5_18_,5_18_1071,
174,5,330357,C2,C-2,2,1,18,,1075,1,TI,T,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20010621,19930101,,0,0,5,90_25,,,5__2_____2_IT_1_5_18__1075_TI_T_1,,,,5__2___,5__2_____2_IT_1,5_18,5_18_,5_18_1075,
175,5,345689,C1,C-1,2,1,18,,1075,4,TI,I,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20110914,20110922,,2701.35,30,5,90_25,,,5__1_____2_IT_1_5_18__1075_TI_I_4,,,,5__1___,5__1_____2_IT_1,5_18,5_18_,5_18_1075,
176,5,345688,C1,C-1,1,1,18,,1078,8,TI,I,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20110914,20110922,,3148.4734,30,5,90_25,,,5__1_____1_IT_1_5_18__1078_TI_I_8,,,,5__1___,5__1_____1_IT_1,5_18,5_18_,5_18_1078,
177,5,361622,C10,C-10,1,1,18,,1078,18,TI,I,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20180312,20170126,,3148.4734,30,5,90_25,,,5__10_____1_IT_1_5_18__1078_TI_I_18,,,,5__10___,5__10_____1_IT_1,5_18,5_18_,5_18_1078,
178,5,361623,C10,C-10,2,1,18,,1075,4,TI,I,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20180312,20170126,,2701.6869,30,5,90_25,,,5__10_____2_IT_1_5_18__1075_TI_I_4,,,,5__10___,5__10_____2_IT_1,5_18,5_18_,5_18_1075,
179,5,364227,C7,C-7,2,1,18,,1075,10,TI,I,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20190919,20181105,,2530.1317,30,5,90_25,,,5__7_____2_IT_1_5_18__1075_TI_I_10,,,,5__7___,5__7_____2_IT_1,5_18,5_18_,5_18_1075,
180,5,364228,C8,C-8,1,1,18,,1078,19,TI,I,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20190919,20181105,,3148.4486,30,5,90_25,,,5__8_____1_IT_1_5_18__1078_TI_I_19,,,,5__8___,5__8_____1_IT_1,5_18,5_18_,5_18_1078,
181,5,364229,C8,C-8,2,1,18,,1075,14,TI,I,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20190919,20181105,,2530.1317,30,5,90_25,,,5__8_____2_IT_1_5_18__1075_TI_I_14,,,,5__8___,5__8_____2_IT_1,5_18,5_18_,5_18_1075,
182,5,364222,C3,C-3,1,1,18,,1078,13,TI,T,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20190919,20181105,,3230.0742,30,5,90_25,,,5__3_____1_IT_1_5_18__1078_TI_T_13,,,,5__3___,5__3_____1_IT_1,5_18,5_18_,5_18_1078,
183,5,364223,C3,C-3,2,1,18,,1070,1,TI,T,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20190919,20181105,,0,0,5,90_25,,,5__3_____2_IT_1_5_18__1070_TI_T_1,,,,5__3___,5__3_____2_IT_1,5_18,5_18_,5_18_1070,
184,5,364226,C7,C-7,1,1,18,,1078,15,TI,I,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20190919,20181105,,3148.4486,30,5,90_25,,,5__7_____1_IT_1_5_18__1078_TI_I_15,,,,5__7___,5__7_____1_IT_1,5_18,5_18_,5_18_1078,
185,5,370837,C8A,C-8a,1,1,18,,1078,19,TI,I,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20240125,20240101,,,30,5,90_25,,,5__8_A____1_IT_1_5_18__1078_TI_I_19,,,,5__8_A__,5__8_A____1_IT_1,5_18,5_18_,5_18_1078,
186,5,370838,C8A,C-8a,2,1,18,,1075,15,TI,I,CHAMARTÍN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20240125,20240101,,2530.1317,30,5,90_25,,,5__8_A____2_IT_1_5_18__1075_TI_I_15,,,,5__8_A__,5__8_A____2_IT_1,5_18,5_18_,5_18_1075,
187,5,332752,C5,C-5,2,1,24,,544,18,TI,I,CUATRO VIENTOS,28,079,MADRID,A,Paseo de Extremadura N 567A,20040303,20040228,,1089.2121,30,5,92_84,,,5__5_____2_IT_1_5_24__544_TI_I_18,,,,5__5___,5__5_____2_IT_1,5_24,5_24_,5_24_544,
188,5,332751,C5,C-5,1,1,24,,543,6,TI,I,CUATRO VIENTOS,28,079,MADRID,A,Paseo de Extremadura N 567A,20040303,20040228,,3237.4729,30,5,92_84,,,5__5_____1_IT_1_5_24__543_TI_I_6,,,,5__5___,5__5_____1_IT_1,5_24,5_24_,5_24_543,
189,5,345689,C1,C-1,2,1,25,,546,9,TI,I,DELICIAS,28,079,MADRID,A,Calle de Ramírez de Prado N 3B,20110914,20110922,,1370.3878,30,5,92_181,,,5__1_____2_IT_1_5_25__546_TI_I_9,,,,5__1___,5__1_____2_IT_1,5_25,5_25_,5_25_546,
190,5,345688,C1,C-1,1,1,25,,545,3,TI,I,DELICIAS,28,079,MADRID,A,Calle de Ramírez de Prado N 3B,20110914,20110922,,1638.0192,30,5,92_181,,,5__1_____1_IT_1_5_25__545_TI_I_3,,,,5__1___,5__1_____1_IT_1,5_25,5_25_,5_25_545,
191,5,361622,C10,C-10,1,1,25,,545,13,TI,I,DELICIAS,28,079,MADRID,A,Calle de Ramírez de Prado N 3B,20180312,20170126,,1637.8758,30,5,92_181,,,5__10_____1_IT_1_5_25__545_TI_I_13,,,,5__10___,5__10_____1_IT_1,5_25,5_25_,5_25_545,
192,5,361623,C10,C-10,2,1,25,,546,9,TI,I,DELICIAS,28,079,MADRID,A,Calle de Ramírez de Prado N 3B,20180312,20170126,,1371.1142,30,5,92_181,,,5__10_____2_IT_1_5_25__546_TI_I_9,,,,5__10___,5__10_____2_IT_1,5_25,5_25_,5_25_546,
193,5,332752,C5,C-5,2,1,26,,548,10,TI,I,DOCE DE OCTUBRE,28,079,MADRID,A,Avda de Córdoba N 39,20040303,20040228,,1469.8597,30,5,93_182,,,5__5_____2_IT_1_5_26__548_TI_I_10,,,,5__5___,5__5_____2_IT_1,5_26,5_26_,5_26_548,
194,5,332751,C5,C-5,1,1,26,,547,14,TI,I,DOCE DE OCTUBRE,28,079,MADRID,A,Avda de Córdoba N 39,20040303,20040228,,2402.7478,30,5,93_182,,,5__5_____1_IT_1_5_26__547_TI_I_14,,,,5__5___,5__5_____1_IT_1,5_26,5_26_,5_26_547,
195,5,332752,C5,C-5,2,1,28,,552,13,TI,I,EMBAJADORES,28,079,MADRID,A,Gta de Embajadores N 1,20040303,20040228,,1545.6639,30,5,92_10,,,5__5_____2_IT_1_5_28__552_TI_I_13,,,,5__5___,5__5_____2_IT_1,5_28,5_28_,5_28_552,
196,5,332751,C5,C-5,1,1,28,,551,11,TI,I,EMBAJADORES,28,079,MADRID,A,Gta de Embajadores N 1,20040303,20040228,,3747.7087,30,5,92_10,,,5__5_____1_IT_1_5_28__551_TI_I_11,,,,5__5___,5__5_____1_IT_1,5_28,5_28_,5_28_551,
197,5,332752,C5,C-5,2,1,30,,556,16,TI,I,FANJUL,28,079,MADRID,A,Avda del General Fanjul N 27,20040303,20040228,,590.1482,30,5,93_214,,,5__5_____2_IT_1_5_30__556_TI_I_16,,,,5__5___,5__5_____2_IT_1,5_30,5_30_,5_30_556,
198,5,332751,C5,C-5,1,1,30,,555,8,TI,I,FANJUL,28,079,MADRID,A,Avda del General Fanjul N 27,20040303,20040228,,1040.8142,30,5,93_214,,,5__5_____1_IT_1_5_30__555_TI_I_8,,,,5__5___,5__5_____1_IT_1,5_30,5_30_,5_30_555,
199,5,340742,C4A,C-4a,1,1,31,,558,11,TI,I,FUENCARRAL,28,079,MADRID,A,Calle de Antonio de Cabezón N 10,20090625,20090625,,3345.6645,30,5,92_216,,,5__4_A____1_IT_1_5_31__558_TI_I_11,,,,5__4_A__,5__4_A____1_IT_1,5_31,5_31_,5_31_558,
200,5,340743,C4A,C-4a,2,1,31,,557,5,TI,I,FUENCARRAL,28,079,MADRID,A,Calle de Antonio de Cabezón N 10,20090625,20090625,,5189.7458,30,5,92_216,,,5__4_A____2_IT_1_5_31__557_TI_I_5,,,,5__4_A__,5__4_A____2_IT_1,5_31,5_31_,5_31_557,
201,5,340744,C4B,C-4b,1,1,31,,558,11,TI,I,FUENCARRAL,28,079,MADRID,A,Calle de Antonio de Cabezón N 10,20090625,20090625,,3346.6405,30,5,92_216,,,5__4_B____1_IT_1_5_31__558_TI_I_11,,,,5__4_B__,5__4_B____1_IT_1,5_31,5_31_,5_31_558,
202,5,340745,C4B,C-4b,2,1,31,,557,5,TI,I,FUENCARRAL,28,079,MADRID,A,Calle de Antonio de Cabezón N 10,20090625,20090625,,5189.7458,30,5,92_216,,,5__4_B____2_IT_1_5_31__557_TI_I_5,,,,5__4_B__,5__4_B____2_IT_1,5_31,5_31_,5_31_557,
203,5,340744,C4B,C-4b,1,1,37,,570,13,TI,I,"GOLOSO, EL",28,079,MADRID,B1,Ctra de Colmenar Viejo SN SN,20090625,20090625,,2256.5593,30,5,93_221,,,5__4_B____1_IT_1_5_37__570_TI_I_13,,,,5__4_B__,5__4_B____1_IT_1,5_37,5_37_,5_37_570,
204,5,340745,C4B,C-4b,2,1,37,,569,3,TI,I,"GOLOSO, EL",28,079,MADRID,B1,Ctra de Colmenar Viejo SN SN,20090625,20090625,,4662.9635,30,5,93_221,,,5__4_B____2_IT_1_5_37__569_TI_I_3,,,,5__4_B__,5__4_B____2_IT_1,5_37,5_37_,5_37_569,
205,5,332752,C5,C-5,2,1,40,,576,14,TI,I,LAGUNA,28,079,MADRID,A,Calle de Cuart de Poblet N 1,20040303,20040228,,3747.7232,30,5,92_83,,,5__5_____2_IT_1_5_40__576_TI_I_14,,,,5__5___,5__5_____2_IT_1,5_40,5_40_,5_40_576,
206,5,332751,C5,C-5,1,1,40,,575,10,TI,I,LAGUNA,28,079,MADRID,A,Calle de Cuart de Poblet N 1,20040303,20040228,,2478.3103,30,5,92_83,,,5__5_____1_IT_1_5_40__575_TI_I_10,,,,5__5___,5__5_____1_IT_1,5_40,5_40_,5_40_575,
207,5,332751,C5,C-5,1,1,46,,1050,13,TI,I,MÉNDEZ ÁLVARO,28,079,MADRID,A,Calle del Ombu N 16,20040303,20040228,,1298.7965,30,5,90_13,,,5__5_____1_IT_1_5_46__1050_TI_I_13,,,,5__5___,5__5_____1_IT_1,5_46,5_46_,5_46_1050,
208,5,332752,C5,C-5,2,1,46,,1051,11,TI,I,MÉNDEZ ÁLVARO,28,079,MADRID,A,Calle del Ombu N 16,20040303,20040228,,2404.2552,30,5,90_13,,,5__5_____2_IT_1_5_46__1051_TI_I_11,,,,5__5___,5__5_____2_IT_1,5_46,5_46_,5_46_1051,
209,5,345689,C1,C-1,2,1,46,,588,8,TI,I,MÉNDEZ ÁLVARO,28,079,MADRID,A,Calle del Ombu N 16,20110914,20110922,,1427.4703,30,5,90_13,,,5__1_____2_IT_1_5_46__588_TI_I_8,,,,5__1___,5__1_____2_IT_1,5_46,5_46_,5_46_588,
210,5,345688,C1,C-1,1,1,46,,587,4,TI,I,MÉNDEZ ÁLVARO,28,079,MADRID,A,Calle del Ombu N 16,20110914,20110922,,1377.2738,30,5,90_13,,,5__1_____1_IT_1_5_46__587_TI_I_4,,,,5__1___,5__1_____1_IT_1,5_46,5_46_,5_46_587,
211,5,361622,C10,C-10,1,1,46,,587,14,TI,I,MÉNDEZ ÁLVARO,28,079,MADRID,A,Calle del Ombu N 16,20180312,20170126,,1377.1246,30,5,90_13,,,5__10_____1_IT_1_5_46__587_TI_I_14,,,,5__10___,5__10_____1_IT_1,5_46,5_46_,5_46_587,
212,5,361623,C10,C-10,2,1,46,,588,8,TI,I,MÉNDEZ ÁLVARO,28,079,MADRID,A,Calle del Ombu N 16,20180312,20170126,,1427.4728,30,5,90_13,,,5__10_____2_IT_1_5_46__588_TI_I_8,,,,5__10___,5__10_____2_IT_1,5_46,5_46_,5_46_588,
213,5,340742,C4A,C-4a,1,1,51,,598,9,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20090625,20090625,,3403.2918,30,5,90_71,,,5__4_A____1_IT_1_5_51__598_TI_I_9,,,,5__4_A__,5__4_A____1_IT_1,5_51,5_51_,5_51_598,
214,5,340743,C4A,C-4a,2,1,51,,597,7,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20090625,20090625,,3248.6009,30,5,90_71,,,5__4_A____2_IT_1_5_51__597_TI_I_7,,,,5__4_A__,5__4_A____2_IT_1,5_51,5_51_,5_51_597,
215,5,340744,C4B,C-4b,1,1,51,,598,9,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20090625,20090625,,3403.2918,30,5,90_71,,,5__4_B____1_IT_1_5_51__598_TI_I_9,,,,5__4_B__,5__4_B____1_IT_1,5_51,5_51_,5_51_598,
216,5,340745,C4B,C-4b,2,1,51,,597,7,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20090625,20090625,,3248.6009,30,5,90_71,,,5__4_B____2_IT_1_5_51__597_TI_I_7,,,,5__4_B__,5__4_B____2_IT_1,5_51,5_51_,5_51_597,
217,5,330357,C2,C-2,2,1,51,,1112,2,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20010621,19930101,,3152.7465,30,5,90_71,,,5__2_____2_IT_1_5_51__1112_TI_I_2,,,,5__2___,5__2_____2_IT_1,5_51,5_51_,5_51_1112,
218,5,330338,C2,C-2,1,1,51,,1113,18,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20010621,19930101,,2534.79,30,5,90_71,,,5__2_____1_IT_1_5_51__1113_TI_I_18,,,,5__2___,5__2_____1_IT_1,5_51,5_51_,5_51_1113,
219,5,345689,C1,C-1,2,1,51,,1111,5,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20110914,20110922,,3152.9246,30,5,90_71,,,5__1_____2_IT_1_5_51__1111_TI_I_5,,,,5__1___,5__1_____2_IT_1,5_51,5_51_,5_51_1111,
220,5,345688,C1,C-1,1,1,51,,1114,7,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20110914,20110922,,2534.7981,30,5,90_71,,,5__1_____1_IT_1_5_51__1114_TI_I_7,,,,5__1___,5__1_____1_IT_1,5_51,5_51_,5_51_1114,
221,5,361622,C10,C-10,1,1,51,,1114,17,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20180312,20170126,,2534.7981,30,5,90_71,,,5__10_____1_IT_1_5_51__1114_TI_I_17,,,,5__10___,5__10_____1_IT_1,5_51,5_51_,5_51_1114,
222,5,361623,C10,C-10,2,1,51,,1111,5,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20180312,20170126,,3152.9246,30,5,90_71,,,5__10_____2_IT_1_5_51__1111_TI_I_5,,,,5__10___,5__10_____2_IT_1,5_51,5_51_,5_51_1111,
223,5,364227,C7,C-7,2,1,51,,1112,11,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20190919,20181105,,3152.7465,30,5,90_71,,,5__7_____2_IT_1_5_51__1112_TI_I_11,,,,5__7___,5__7_____2_IT_1,5_51,5_51_,5_51_1112,
224,5,364228,C8,C-8,1,1,51,,1113,18,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20190919,20181105,,2534.79,30,5,90_71,,,5__8_____1_IT_1_5_51__1113_TI_I_18,,,,5__8___,5__8_____1_IT_1,5_51,5_51_,5_51_1113,
225,5,364229,C8,C-8,2,1,51,,1112,15,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20190919,20181105,,3152.7465,30,5,90_71,,,5__8_____2_IT_1_5_51__1112_TI_I_15,,,,5__8___,5__8_____2_IT_1,5_51,5_51_,5_51_1112,
226,5,364222,C3,C-3,1,1,51,,598,12,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20190919,20181105,,3403.2918,30,5,90_71,,,5__3_____1_IT_1_5_51__598_TI_I_12,,,,5__3___,5__3_____1_IT_1,5_51,5_51_,5_51_598,
227,5,364223,C3,C-3,2,1,51,,597,2,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20190919,20181105,,3244.4636,30,5,90_71,,,5__3_____2_IT_1_5_51__597_TI_I_2,,,,5__3___,5__3_____2_IT_1,5_51,5_51_,5_51_597,
228,5,364226,C7,C-7,1,1,51,,1113,14,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20190919,20181105,,2534.79,30,5,90_71,,,5__7_____1_IT_1_5_51__1113_TI_I_14,,,,5__7___,5__7_____1_IT_1,5_51,5_51_,5_51_1113,
229,5,370837,C8A,C-8a,1,1,51,,1113,18,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20240125,20240101,,,30,5,90_71,,,5__8_A____1_IT_1_5_51__1113_TI_I_18,,,,5__8_A__,5__8_A____1_IT_1,5_51,5_51_,5_51_1113,
230,5,370838,C8A,C-8a,2,1,51,,1112,16,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20240125,20240101,,3152.7465,30,5,90_71,,,5__8_A____2_IT_1_5_51__1112_TI_I_16,,,,5__8_A__,5__8_A____2_IT_1,5_51,5_51_,5_51_1112,
231,5,332752,C5,C-5,2,1,52,,600,9,TI,I,ORCASITAS,28,079,MADRID,A,Calle de Campotejar N 24,20040303,20040228,,1885.6174,30,5,93_286,,,5__5_____2_IT_1_5_52__600_TI_I_9,,,,5__5___,5__5_____2_IT_1,5_52,5_52_,5_52_600,
232,5,332751,C5,C-5,1,1,52,,599,15,TI,I,ORCASITAS,28,079,MADRID,A,Calle de Campotejar N 24,20040303,20040228,,1474.1648,30,5,93_286,,,5__5_____1_IT_1_5_52__599_TI_I_15,,,,5__5___,5__5_____1_IT_1,5_52,5_52_,5_52_599,
233,5,345688,C1,C-1,1,1,57,,609,2,TI,I,PIRÁMIDES,28,079,MADRID,A,Paseo del Doctor Vallejo Nágera N 37,20110914,20110922,,2565.5043,30,5,92_85,,,5__1_____1_IT_1_5_57__609_TI_I_2,,,,5__1___,5__1_____1_IT_1,5_57,5_57_,5_57_609,
234,5,345689,C1,C-1,2,1,57,,610,10,TI,I,PIRÁMIDES,28,079,MADRID,A,Paseo del Doctor Vallejo Nágera N 37,20110914,20110922,,1639.0768,30,5,92_85,,,5__1_____2_IT_1_5_57__610_TI_I_10,,,,5__1___,5__1_____2_IT_1,5_57,5_57_,5_57_610,
235,5,361622,C10,C-10,1,1,57,,609,12,TI,I,PIRÁMIDES,28,079,MADRID,A,Paseo del Doctor Vallejo Nágera N 37,20180312,20170126,,2565.8548,30,5,92_85,,,5__10_____1_IT_1_5_57__609_TI_I_12,,,,5__10___,5__10_____1_IT_1,5_57,5_57_,5_57_609,
236,5,361623,C10,C-10,2,1,57,,610,10,TI,I,PIRÁMIDES,28,079,MADRID,A,Paseo del Doctor Vallejo Nágera N 37,20180312,20170126,,1639.0768,30,5,92_85,,,5__10_____2_IT_1_5_57__610_TI_I_10,,,,5__10___,5__10_____2_IT_1,5_57,5_57_,5_57_610,
237,5,364227,C7,C-7,2,1,58,,612,7,TI,I,PITIS,28,079,MADRID,A,Ctra a la Estación de Pitis N 19,20190919,20181105,,15042.6207,30,5,93_86,,,5__7_____2_IT_1_5_58__612_TI_I_7,,,,5__7___,5__7_____2_IT_1,5_58,5_58_,5_58_612,
238,5,364228,C8,C-8,1,1,58,,611,22,TI,I,PITIS,28,079,MADRID,A,Ctra a la Estación de Pitis N 19,20190919,20181105,,1546.5033,30,5,93_86,,,5__8_____1_IT_1_5_58__611_TI_I_22,,,,5__8___,5__8_____1_IT_1,5_58,5_58_,5_58_611,
239,5,364229,C8,C-8,2,1,58,,612,11,TI,I,PITIS,28,079,MADRID,A,Ctra a la Estación de Pitis N 19,20190919,20181105,,14899.4964,30,5,93_86,,,5__8_____2_IT_1_5_58__612_TI_I_11,,,,5__8___,5__8_____2_IT_1,5_58,5_58_,5_58_612,
240,5,364226,C7,C-7,1,1,58,,611,18,TI,I,PITIS,28,079,MADRID,A,Ctra a la Estación de Pitis N 19,20190919,20181105,,1546.5033,30,5,93_86,,,5__7_____1_IT_1_5_58__611_TI_I_18,,,,5__7___,5__7_____1_IT_1,5_58,5_58_,5_58_611,
241,5,370837,C8A,C-8a,1,1,58,,611,22,TI,I,PITIS,28,079,MADRID,A,Ctra a la Estación de Pitis N 19,20240125,20240101,,,30,5,93_86,,,5__8_A____1_IT_1_5_58__611_TI_I_22,,,,5__8_A__,5__8_A____1_IT_1,5_58,5_58_,5_58_611,
